DRIVER;LONG;LAT;DAY;DAY_CORRIGIDO;03:00:00;TRIP;ID;PR;H;M;S;TIME_ACUM;SPD_MPH;SPD_KMH;ACEL_MS2;HEADING;ALTITUDE_FT;VALID_TIME;TIMESTAMP_GPS;CPOOL;CPOOLING_CHECK;WSB;UMP_YN;UMP;PICK_UP;ACTION;GPS_FILE;CIDADE;BAIRRO;NOME_RUA;HIERARQUIA_CWB;HIERARQUIA_CTB;LIMITE_VEL
A;-49.262647;-25.437807;;21/09/2022;;trip;Atrip;19:19:23;;;1;772;21.68;34.8840;1.6900;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262555;-25.437774;;21/09/2022;;trip;Atrip;19:19:24;;;1;773;22.42;36.0720;0.3300;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262460;-25.437741;;21/09/2022;;trip;Atrip;19:19:25;;;1;774;22.60;36.3600;0.0800;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262366;-25.437708;;21/09/2022;;trip;Atrip;19:19:26;;;1;775;22.13;35.6040;-0.2100;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262275;-25.437677;;21/09/2022;;trip;Atrip;19:19:27;;;1;776;20.94;33.6960;-0.5300;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262184;-25.437648;;21/09/2022;;trip;Atrip;19:19:28;;;1;777;21.30;34.2720;0.1600;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262093;-25.437618;;21/09/2022;;trip;Atrip;19:19:29;;;1;778;21.48;34.5600;0.0800;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262004;-25.437587;;21/09/2022;;trip;Atrip;19:19:30;;;1;779;20.58;33.1200;-0.4000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261921;-25.437555;;21/09/2022;;trip;Atrip;19:19:31;;;1;780;19.91;32.0400;-0.3000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261840;-25.437528;;21/09/2022;;trip;Atrip;19:19:32;;;1;781;18.88;30.3840;-0.4600;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261763;-25.437504;;21/09/2022;;trip;Atrip;19:19:33;;;1;782;17.88;28.7640;-0.4500;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261693;-25.437482;;21/09/2022;;trip;Atrip;19:19:34;;;1;783;16.76;26.9640;-0.5000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261629;-25.437461;;21/09/2022;;trip;Atrip;19:19:35;;;1;784;14.12;22.7160;-1.1800;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261573;-25.437442;;21/09/2022;;trip;Atrip;19:19:36;;;1;785;12.80;20.5920;-0.5900;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261521;-25.437425;;21/09/2022;;trip;Atrip;19:19:37;;;1;786;12.10;19.4760;-0.3100;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261469;-25.437409;;21/09/2022;;trip;Atrip;19:19:38;;;1;787;12.13;19.5120;0.0100;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261417;-25.437393;;21/09/2022;;trip;Atrip;19:19:39;;;1;788;12.37;19.9080;0.1100;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261366;-25.437375;;21/09/2022;;trip;Atrip;19:19:40;;;1;789;12.71;20.4480;0.1500;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261312;-25.437358;;21/09/2022;;trip;Atrip;19:19:41;;;1;790;13.20;21.2400;0.2200;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261256;-25.437338;;21/09/2022;;trip;Atrip;19:19:42;;;1;791;12.73;20.4840;-0.2100;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261212;-25.437310;;21/09/2022;;trip;Atrip;19:19:43;;;1;792;10.09;16.2360;-1.1800;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261194;-25.437276;;21/09/2022;;trip;Atrip;19:19:44;;;1;793;8.82;14.1840;-0.5700;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261218;-25.437222;;21/09/2022;;trip;Atrip;19:19:45;;;1;794;13.65;21.9600;2.1600;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261268;-25.437161;;21/09/2022;;trip;Atrip;19:19:46;;;1;795;17.90;28.8000;1.9000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261328;-25.437075;;21/09/2022;;trip;Atrip;19:19:47;;;1;796;22.44;36.1080;2.0300;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261401;-25.437012;;21/09/2022;;trip;Atrip;19:19:48;;;1;797;22.24;35.7840;-0.0900;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261473;-25.436944;;21/09/2022;;trip;Atrip;19:19:49;;;1;798;22.04;35.4600;-0.0900;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261536;-25.436878;;21/09/2022;;trip;Atrip;19:19:50;;;1;799;21.17;34.0560;-0.3900;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261596;-25.436814;;21/09/2022;;trip;Atrip;19:19:51;;;1;800;19.69;31.6800;-0.6600;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261654;-25.436748;;21/09/2022;;trip;Atrip;19:19:52;;;1;801;21.19;34.0920;0.6700;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261721;-25.436677;;21/09/2022;;trip;Atrip;19:19:53;;;1;802;24.25;39.0240;1.3700;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261796;-25.436599;;21/09/2022;;trip;Atrip;19:19:54;;;1;803;25.51;41.0400;0.5600;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261878;-25.436519;;21/09/2022;;trip;Atrip;19:19:55;;;1;804;26.85;43.2000;0.6000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.261958;-25.436441;;21/09/2022;;trip;Atrip;19:19:56;;;1;805;25.04;40.2840;-0.8100;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262037;-25.436370;;21/09/2022;;trip;Atrip;19:19:57;;;1;806;24.68;39.7080;-0.1600;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262117;-25.436302;;21/09/2022;;trip;Atrip;19:19:58;;;1;807;23.76;38.2320;-0.4100;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262192;-25.436239;;21/09/2022;;trip;Atrip;19:19:59;;;1;808;22.13;35.6040;-0.7300;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262257;-25.436177;;21/09/2022;;trip;Atrip;19:20:00;;;1;809;21.21;34.1280;-0.4100;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262318;-25.436114;;21/09/2022;;trip;Atrip;19:20:01;;;1;810;20.76;33.4080;-0.2000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262373;-25.436050;;21/09/2022;;trip;Atrip;19:20:02;;;1;811;20.38;32.7960;-0.1700;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262421;-25.435988;;21/09/2022;;trip;Atrip;19:20:03;;;1;812;17.94;28.8720;-1.0900;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262461;-25.435926;;21/09/2022;;trip;Atrip;19:20:04;;;1;813;17.65;28.4040;-0.1300;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262496;-25.435862;;21/09/2022;;trip;Atrip;19:20:05;;;1;814;17.45;28.0800;-0.0900;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262523;-25.435791;;21/09/2022;;trip;Atrip;19:20:06;;;1;815;18.64;29.9880;0.5300;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262555;-25.435722;;21/09/2022;;trip;Atrip;19:20:07;;;1;816;18.15;29.1960;-0.2200;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262591;-25.435650;;21/09/2022;;trip;Atrip;19:20:08;;;1;817;19.49;31.3560;0.6000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262624;-25.435572;;21/09/2022;;trip;Atrip;19:20:09;;;1;818;19.94;32.0760;0.2000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262653;-25.435495;;21/09/2022;;trip;Atrip;19:20:10;;;1;819;19.78;31.8240;-0.0700;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262682;-25.435420;;21/09/2022;;trip;Atrip;19:20:11;;;1;820;18.03;29.0160;-0.7800;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262709;-25.435357;;21/09/2022;;trip;Atrip;19:20:12;;;1;821;16.47;26.4960;-0.7000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262735;-25.435296;;21/09/2022;;trip;Atrip;19:20:13;;;1;822;15.24;24.5160;-0.5500;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262755;-25.435239;;21/09/2022;;trip;Atrip;19:20:14;;;1;823;14.21;22.8600;-0.4600;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262772;-25.435185;;21/09/2022;;trip;Atrip;19:20:15;;;1;824;12.10;19.4760;-0.9400;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262789;-25.435143;;21/09/2022;;trip;Atrip;19:20:16;;;1;825;9.82;15.8040;-1.0200;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262804;-25.435110;;21/09/2022;;trip;Atrip;19:20:17;;;1;826;6.96;11.1960;-1.2800;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262814;-25.435086;;21/09/2022;;trip;Atrip;19:20:18;;;1;827;5.10;8.2080;-0.8300;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262818;-25.435067;;21/09/2022;;trip;Atrip;19:20:19;;;1;828;4.65;7.4880;-0.2000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262818;-25.435054;;21/09/2022;;trip;Atrip;19:20:20;;;1;829;2.30;3.7080;-1.0500;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262817;-25.435049;;21/09/2022;;trip;Atrip;19:20:21;;;1;830;1.57;2.5200;-0.3300;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262817;-25.435049;;21/09/2022;;trip;Atrip;19:20:22;;;1;831;0.00;0.0000;-0.7000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262817;-25.435048;;21/09/2022;;trip;Atrip;19:20:23;;;1;832;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262819;-25.435048;;21/09/2022;;trip;Atrip;19:20:24;;;1;833;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262820;-25.435048;;21/09/2022;;trip;Atrip;19:20:25;;;1;834;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262821;-25.435048;;21/09/2022;;trip;Atrip;19:20:26;;;1;835;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262823;-25.435049;;21/09/2022;;trip;Atrip;19:20:27;;;1;836;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262825;-25.435049;;21/09/2022;;trip;Atrip;19:20:28;;;1;837;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262826;-25.435050;;21/09/2022;;trip;Atrip;19:20:29;;;1;838;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262828;-25.435051;;21/09/2022;;trip;Atrip;19:20:30;;;1;839;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262829;-25.435051;;21/09/2022;;trip;Atrip;19:20:31;;;1;840;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262830;-25.435052;;21/09/2022;;trip;Atrip;19:20:32;;;1;841;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262831;-25.435052;;21/09/2022;;trip;Atrip;19:20:33;;;1;842;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262833;-25.435053;;21/09/2022;;trip;Atrip;19:20:34;;;1;843;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262834;-25.435054;;21/09/2022;;trip;Atrip;19:20:35;;;1;844;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262834;-25.435054;;21/09/2022;;trip;Atrip;19:20:36;;;1;845;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262836;-25.435055;;21/09/2022;;trip;Atrip;19:20:37;;;1;846;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262837;-25.435055;;21/09/2022;;trip;Atrip;19:20:38;;;1;847;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262838;-25.435055;;21/09/2022;;trip;Atrip;19:20:39;;;1;848;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262838;-25.435055;;21/09/2022;;trip;Atrip;19:20:40;;;1;849;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262839;-25.435055;;21/09/2022;;trip;Atrip;19:20:41;;;1;850;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262839;-25.435054;;21/09/2022;;trip;Atrip;19:20:42;;;1;851;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262839;-25.435054;;21/09/2022;;trip;Atrip;19:20:43;;;1;852;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262840;-25.435054;;21/09/2022;;trip;Atrip;19:20:44;;;1;853;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262840;-25.435053;;21/09/2022;;trip;Atrip;19:20:45;;;1;854;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262839;-25.435052;;21/09/2022;;trip;Atrip;19:20:46;;;1;855;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262846;-25.435036;;21/09/2022;;trip;Atrip;19:20:47;;;1;856;4.59;7.3800;2.0500;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262855;-25.435012;;21/09/2022;;trip;Atrip;19:20:48;;;1;857;7.52;12.0960;1.3100;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262867;-25.434983;;21/09/2022;;trip;Atrip;19:20:49;;;1;858;7.72;12.4200;0.0900;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262880;-25.434954;;21/09/2022;;trip;Atrip;19:20:50;;;1;859;7.88;12.6720;0.0700;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262894;-25.434923;;21/09/2022;;trip;Atrip;19:20:51;;;1;860;8.55;13.7520;0.3000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262908;-25.434886;;21/09/2022;;trip;Atrip;19:20:52;;;1;861;10.34;16.6320;0.8000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262927;-25.434841;;21/09/2022;;trip;Atrip;19:20:53;;;1;862;13.11;21.0960;1.2400;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262947;-25.434793;;21/09/2022;;trip;Atrip;19:20:54;;;1;863;12.10;19.4760;-0.4500;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262966;-25.434748;;21/09/2022;;trip;Atrip;19:20:55;;;1;864;11.95;19.2240;-0.0700;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.262987;-25.434704;;21/09/2022;;trip;Atrip;19:20:56;;;1;865;11.84;19.0440;-0.0500;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.263010;-25.434662;;21/09/2022;;trip;Atrip;19:20:57;;;1;866;11.30;18.1800;-0.2400;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.263036;-25.434620;;21/09/2022;;trip;Atrip;19:20:58;;;1;867;11.97;19.2600;0.3000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.263074;-25.434586;;21/09/2022;;trip;Atrip;19:20:59;;;1;868;12.24;19.6920;0.1200;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.263124;-25.434565;;21/09/2022;;trip;Atrip;19:21:00;;;1;869;12.48;20.0880;0.1100;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.263184;-25.434565;;21/09/2022;;trip;Atrip;19:21:01;;;1;870;14.72;23.6880;1.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.263261;-25.434594;;21/09/2022;;trip;Atrip;19:21:02;;;1;871;19.04;30.6360;1.9300;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.263346;-25.434626;;21/09/2022;;trip;Atrip;19:21:03;;;1;872;21.75;34.9920;1.2100;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.263439;-25.434659;;21/09/2022;;trip;Atrip;19:21:04;;;1;873;23.09;37.1520;0.6000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.263531;-25.434694;;21/09/2022;;trip;Atrip;19:21:05;;;1;874;21.64;34.8120;-0.6500;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.263620;-25.434727;;21/09/2022;;trip;Atrip;19:21:06;;;1;875;20.76;33.4080;-0.3900;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.263706;-25.434761;;21/09/2022;;trip;Atrip;19:21:07;;;1;876;20.76;33.4080;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.263789;-25.434796;;21/09/2022;;trip;Atrip;19:21:08;;;1;877;19.49;31.3560;-0.5700;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.263864;-25.434831;;21/09/2022;;trip;Atrip;19:21:09;;;1;878;18.48;29.7360;-0.4500;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.263932;-25.434865;;21/09/2022;;trip;Atrip;19:21:10;;;1;879;15.59;25.0920;-1.2900;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.263992;-25.434890;;21/09/2022;;trip;Atrip;19:21:11;;;1;880;12.91;20.7720;-1.2000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264034;-25.434908;;21/09/2022;;trip;Atrip;19:21:12;;;1;881;8.57;13.7880;-1.9400;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264062;-25.434925;;21/09/2022;;trip;Atrip;19:21:13;;;1;882;6.09;9.7920;-1.1100;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264077;-25.434931;;21/09/2022;;trip;Atrip;19:21:14;;;1;883;2.33;3.7440;-1.6800;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264087;-25.434934;;21/09/2022;;trip;Atrip;19:21:15;;;1;884;1.25;2.0160;-0.4800;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264091;-25.434934;;21/09/2022;;trip;Atrip;19:21:16;;;1;885;0.20;0.3240;-0.4700;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264090;-25.434932;;21/09/2022;;trip;Atrip;19:21:17;;;1;886;0.74;1.1880;0.2400;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264092;-25.434933;;21/09/2022;;trip;Atrip;19:21:18;;;1;887;0.47;0.7560;-0.1200;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264094;-25.434934;;21/09/2022;;trip;Atrip;19:21:19;;;1;888;0.11;0.1800;-0.1600;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264097;-25.434935;;21/09/2022;;trip;Atrip;19:21:20;;;1;889;0.47;0.7560;0.1600;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264098;-25.434935;;21/09/2022;;trip;Atrip;19:21:21;;;1;890;0.00;0.0000;-0.2100;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264099;-25.434935;;21/09/2022;;trip;Atrip;19:21:22;;;1;891;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264100;-25.434934;;21/09/2022;;trip;Atrip;19:21:23;;;1;892;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264101;-25.434933;;21/09/2022;;trip;Atrip;19:21:24;;;1;893;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264102;-25.434931;;21/09/2022;;trip;Atrip;19:21:25;;;1;894;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264102;-25.434929;;21/09/2022;;trip;Atrip;19:21:26;;;1;895;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264102;-25.434927;;21/09/2022;;trip;Atrip;19:21:27;;;1;896;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264103;-25.434926;;21/09/2022;;trip;Atrip;19:21:28;;;1;897;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264103;-25.434925;;21/09/2022;;trip;Atrip;19:21:29;;;1;898;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264104;-25.434925;;21/09/2022;;trip;Atrip;19:21:30;;;1;899;0.00;0.0000;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264122;-25.434928;;21/09/2022;;trip;Atrip;19:21:31;;;1;900;4.43;7.1280;1.9800;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264158;-25.434941;;21/09/2022;;trip;Atrip;19:21:32;;;1;901;12.31;19.8000;3.5200;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264216;-25.434965;;21/09/2022;;trip;Atrip;19:21:33;;;1;902;15.51;24.9480;1.4300;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264284;-25.434993;;21/09/2022;;trip;Atrip;19:21:34;;;1;903;17.41;28.0080;0.8500;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264362;-25.435022;;21/09/2022;;trip;Atrip;19:21:35;;;1;904;20.23;32.5440;1.2600;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264450;-25.435057;;21/09/2022;;trip;Atrip;19:21:36;;;1;905;22.53;36.2520;1.0300;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264549;-25.435099;;21/09/2022;;trip;Atrip;19:21:37;;;1;906;26.58;42.7680;1.8100;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264660;-25.435142;;21/09/2022;;trip;Atrip;19:21:38;;;1;907;27.95;44.9640;0.6100;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264772;-25.435187;;21/09/2022;;trip;Atrip;19:21:39;;;1;908;26.98;43.4160;-0.4300;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264879;-25.435229;;21/09/2022;;trip;Atrip;19:21:40;;;1;909;25.39;40.8600;-0.7100;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.264984;-25.435272;;21/09/2022;;trip;Atrip;19:21:41;;;1;910;25.86;41.6160;0.2100;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.265090;-25.435315;;21/09/2022;;trip;Atrip;19:21:42;;;1;911;26.00;41.8320;0.0600;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.265194;-25.435357;;21/09/2022;;trip;Atrip;19:21:43;;;1;912;25.35;40.7880;-0.2900;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.265297;-25.435400;;21/09/2022;;trip;Atrip;19:21:44;;;1;913;24.99;40.2120;-0.1600;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.265400;-25.435441;;21/09/2022;;trip;Atrip;19:21:45;;;1;914;25.31;40.7160;0.1400;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.265505;-25.435484;;21/09/2022;;trip;Atrip;19:21:46;;;1;915;26.27;42.2640;0.4300;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.265614;-25.435529;;21/09/2022;;trip;Atrip;19:21:47;;;1;916;26.60;42.8040;0.1500;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.265723;-25.435575;;21/09/2022;;trip;Atrip;19:21:48;;;1;917;26.54;42.6960;-0.0300;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.265832;-25.435619;;21/09/2022;;trip;Atrip;19:21:49;;;1;918;26.54;42.6960;0.0000;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
A;-49.266038;-25.435702;;21/09/2022;;trip;Atrip;19:21:51;;;2;920;23.05;37.0800;-0.7800;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
