DRIVER,LONG,LAT,DAY,DAY_CORRIGIDO,03:00:00,TRIP,ID,PR,H,M,S,TIME_ACUM,SPD_MPH,SPD_KMH,ACEL_MS2,HEADING,ALTITUDE_FT,VALID_TIME,TIMESTAMP_GPS,CPOOL,CPOOLING_CHECK,WSB,UMP_YN,UMP,PICK_UP,ACTION,GPS_FILE,CIDADE,BAIRRO,NOME_RUA,HIERARQUIA_CWB,HIERARQUIA_CTB,LIMITE_VEL
A,-49.260654,-25.436949, ,21/09/2022,,trip,Atrip,13:48:00,,,1,431,0.00,0.0000,-0.1900,,, , , , , , , , , , , , , , , , ,
A,-49.260654,-25.436949, ,21/09/2022,,trip,Atrip,13:48:01,,,1,432,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260654,-25.436949, ,21/09/2022,,trip,Atrip,13:48:02,,,1,433,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260655,-25.436949, ,21/09/2022,,trip,Atrip,13:48:03,,,1,434,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260655,-25.436948, ,21/09/2022,,trip,Atrip,13:48:04,,,1,435,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260655,-25.436948, ,21/09/2022,,trip,Atrip,13:48:05,,,1,436,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260656,-25.436948, ,21/09/2022,,trip,Atrip,13:48:06,,,1,437,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260656,-25.436948, ,21/09/2022,,trip,Atrip,13:48:07,,,1,438,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260656,-25.436949, ,21/09/2022,,trip,Atrip,13:48:08,,,1,439,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260656,-25.436949, ,21/09/2022,,trip,Atrip,13:48:09,,,1,440,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260656,-25.436949, ,21/09/2022,,trip,Atrip,13:48:10,,,1,441,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260656,-25.436949, ,21/09/2022,,trip,Atrip,13:48:11,,,1,442,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260656,-25.436949, ,21/09/2022,,trip,Atrip,13:48:12,,,1,443,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260656,-25.436949, ,21/09/2022,,trip,Atrip,13:48:13,,,1,444,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260656,-25.436949, ,21/09/2022,,trip,Atrip,13:48:14,,,1,445,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260656,-25.436949, ,21/09/2022,,trip,Atrip,13:48:15,,,1,446,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260656,-25.436949, ,21/09/2022,,trip,Atrip,13:48:16,,,1,447,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260656,-25.436949, ,21/09/2022,,trip,Atrip,13:48:17,,,1,448,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260655,-25.436949, ,21/09/2022,,trip,Atrip,13:48:18,,,1,449,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260655,-25.436949, ,21/09/2022,,trip,Atrip,13:48:19,,,1,450,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260655,-25.436949, ,21/09/2022,,trip,Atrip,13:48:20,,,1,451,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260655,-25.436949, ,21/09/2022,,trip,Atrip,13:48:21,,,1,452,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260655,-25.436949, ,21/09/2022,,trip,Atrip,13:48:22,,,1,453,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260655,-25.436950, ,21/09/2022,,trip,Atrip,13:48:23,,,1,454,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260655,-25.436950, ,21/09/2022,,trip,Atrip,13:48:24,,,1,455,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260656,-25.436949, ,21/09/2022,,trip,Atrip,13:48:25,,,1,456,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260656,-25.436949, ,21/09/2022,,trip,Atrip,13:48:26,,,1,457,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260657,-25.436949, ,21/09/2022,,trip,Atrip,13:48:27,,,1,458,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260657,-25.436949, ,21/09/2022,,trip,Atrip,13:48:28,,,1,459,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260657,-25.436949, ,21/09/2022,,trip,Atrip,13:48:29,,,1,460,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260657,-25.436949, ,21/09/2022,,trip,Atrip,13:48:30,,,1,461,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260657,-25.436950, ,21/09/2022,,trip,Atrip,13:48:31,,,1,462,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260657,-25.436950, ,21/09/2022,,trip,Atrip,13:48:32,,,1,463,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260657,-25.436950, ,21/09/2022,,trip,Atrip,13:48:33,,,1,464,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260657,-25.436950, ,21/09/2022,,trip,Atrip,13:48:34,,,1,465,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260657,-25.436950, ,21/09/2022,,trip,Atrip,13:48:35,,,1,466,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260657,-25.436950, ,21/09/2022,,trip,Atrip,13:48:36,,,1,467,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260657,-25.436950, ,21/09/2022,,trip,Atrip,13:48:37,,,1,468,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260658,-25.436949, ,21/09/2022,,trip,Atrip,13:48:38,,,1,469,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260658,-25.436949, ,21/09/2022,,trip,Atrip,13:48:39,,,1,470,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260658,-25.436949, ,21/09/2022,,trip,Atrip,13:48:40,,,1,471,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260659,-25.436949, ,21/09/2022,,trip,Atrip,13:48:41,,,1,472,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260659,-25.436949, ,21/09/2022,,trip,Atrip,13:48:42,,,1,473,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260659,-25.436949, ,21/09/2022,,trip,Atrip,13:48:43,,,1,474,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260660,-25.436949, ,21/09/2022,,trip,Atrip,13:48:44,,,1,475,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260660,-25.436949, ,21/09/2022,,trip,Atrip,13:48:45,,,1,476,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260660,-25.436949, ,21/09/2022,,trip,Atrip,13:48:46,,,1,477,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260660,-25.436949, ,21/09/2022,,trip,Atrip,13:48:47,,,1,478,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260660,-25.436949, ,21/09/2022,,trip,Atrip,13:48:48,,,1,479,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260660,-25.436949, ,21/09/2022,,trip,Atrip,13:48:49,,,1,480,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260661,-25.436948, ,21/09/2022,,trip,Atrip,13:48:50,,,1,481,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.260654,-25.436963, ,21/09/2022,,trip,Atrip,13:48:51,,,1,482,5.68,9.1440,2.5400,,, , , , , , , , , , , , , , , , ,
A,-49.260634,-25.436996, ,21/09/2022,,trip,Atrip,13:48:52,,,1,483,12.57,20.2320,3.0800,,, , , , , , , , , , , , , , , , ,
A,-49.260599,-25.437044, ,21/09/2022,,trip,Atrip,13:48:53,,,1,484,16.51,26.5680,1.7600,,, , , , , , , , , , , , , , , , ,
A,-49.260549,-25.437101, ,21/09/2022,,trip,Atrip,13:48:54,,,1,485,19.69,31.6800,1.4200,,, , , , , , , , , , , , , , , , ,
A,-49.260484,-25.437162, ,21/09/2022,,trip,Atrip,13:48:55,,,1,486,22.93,36.9000,1.4500,,, , , , , , , , , , , , , , , , ,
A,-49.260406,-25.437228, ,21/09/2022,,trip,Atrip,13:48:56,,,1,487,25.66,41.2920,1.2200,,, , , , , , , , , , , , , , , , ,
A,-49.260318,-25.437302, ,21/09/2022,,trip,Atrip,13:48:57,,,1,488,28.37,45.6480,1.2100,,, , , , , , , , , , , , , , , , ,
A,-49.260221,-25.437382, ,21/09/2022,,trip,Atrip,13:48:58,,,1,489,30.67,49.3560,1.0300,,, , , , , , , , , , , , , , , , ,
A,-49.260117,-25.437465, ,21/09/2022,,trip,Atrip,13:48:59,,,1,490,32.38,52.0920,0.7600,,, , , , , , , , , , , , , , , , ,
A,-49.260006,-25.437553, ,21/09/2022,,trip,Atrip,13:49:00,,,1,491,34.08,54.8280,0.7600,,, , , , , , , , , , , , , , , , ,
A,-49.259889,-25.437645, ,21/09/2022,,trip,Atrip,13:49:01,,,1,492,35.91,57.7800,0.8200,,, , , , , , , , , , , , , , , , ,
A,-49.259766,-25.437743, ,21/09/2022,,trip,Atrip,13:49:02,,,1,493,37.70,60.6600,0.8000,,, , , , , , , , , , , , , , , , ,
A,-49.259639,-25.437846, ,21/09/2022,,trip,Atrip,13:49:03,,,1,494,39.27,63.1800,0.7000,,, , , , , , , , , , , , , , , , ,
A,-49.259506,-25.437951, ,21/09/2022,,trip,Atrip,13:49:04,,,1,495,40.43,65.0520,0.5200,,, , , , , , , , , , , , , , , , ,
A,-49.259368,-25.438059, ,21/09/2022,,trip,Atrip,13:49:05,,,1,496,41.55,66.8520,0.5000,,, , , , , , , , , , , , , , , , ,
A,-49.259229,-25.438171, ,21/09/2022,,trip,Atrip,13:49:06,,,1,497,41.86,67.3560,0.1400,,, , , , , , , , , , , , , , , , ,
A,-49.259092,-25.438285, ,21/09/2022,,trip,Atrip,13:49:07,,,1,498,41.82,67.2840,-0.0200,,, , , , , , , , , , , , , , , , ,
A,-49.258957,-25.438402, ,21/09/2022,,trip,Atrip,13:49:08,,,1,499,42.22,67.9320,0.1800,,, , , , , , , , , , , , , , , , ,
A,-49.258821,-25.438521, ,21/09/2022,,trip,Atrip,13:49:09,,,1,500,42.82,68.9040,0.2700,,, , , , , , , , , , , , , , , , ,
A,-49.258686,-25.438644, ,21/09/2022,,trip,Atrip,13:49:10,,,1,501,43.00,69.1920,0.0800,,, , , , , , , , , , , , , , , , ,
A,-49.258557,-25.438775, ,21/09/2022,,trip,Atrip,13:49:11,,,1,502,43.70,70.3080,0.3100,,, , , , , , , , , , , , , , , , ,
A,-49.258437,-25.438916, ,21/09/2022,,trip,Atrip,13:49:12,,,1,503,44.46,71.5320,0.3400,,, , , , , , , , , , , , , , , , ,
A,-49.258322,-25.439062, ,21/09/2022,,trip,Atrip,13:49:13,,,1,504,44.55,71.6760,0.0400,,, , , , , , , , , , , , , , , , ,
A,-49.258211,-25.439206, ,21/09/2022,,trip,Atrip,13:49:14,,,1,505,42.96,69.1200,-0.7100,,, , , , , , , , , , , , , , , , ,
A,-49.258101,-25.439346, ,21/09/2022,,trip,Atrip,13:49:15,,,1,506,42.13,67.7880,-0.3700,,, , , , , , , , , , , , , , , , ,
A,-49.257994,-25.439483, ,21/09/2022,,trip,Atrip,13:49:16,,,1,507,41.48,66.7440,-0.2900,,, , , , , , , , , , , , , , , , ,
A,-49.257888,-25.439619, ,21/09/2022,,trip,Atrip,13:49:17,,,1,508,40.92,65.8440,-0.2500,,, , , , , , , , , , , , , , , , ,
A,-49.257784,-25.439753, ,21/09/2022,,trip,Atrip,13:49:18,,,1,509,40.07,64.4760,-0.3800,,, , , , , , , , , , , , , , , , ,
A,-49.257682,-25.439884, ,21/09/2022,,trip,Atrip,13:49:19,,,1,510,39.54,63.6120,-0.2400,,, , , , , , , , , , , , , , , , ,
A,-49.257580,-25.440012, ,21/09/2022,,trip,Atrip,13:49:20,,,1,511,38.77,62.3880,-0.3400,,, , , , , , , , , , , , , , , , ,
A,-49.257474,-25.440132, ,21/09/2022,,trip,Atrip,13:49:21,,,1,512,38.06,61.2360,-0.3200,,, , , , , , , , , , , , , , , , ,
A,-49.257360,-25.440245, ,21/09/2022,,trip,Atrip,13:49:22,,,1,513,38.22,61.4880,0.0700,,, , , , , , , , , , , , , , , , ,
A,-49.257236,-25.440354, ,21/09/2022,,trip,Atrip,13:49:23,,,1,514,39.15,63.0000,0.4200,,, , , , , , , , , , , , , , , , ,
A,-49.257104,-25.440454, ,21/09/2022,,trip,Atrip,13:49:24,,,1,515,38.66,62.2080,-0.2200,,, , , , , , , , , , , , , , , , ,
A,-49.256965,-25.440541, ,21/09/2022,,trip,Atrip,13:49:25,,,1,516,37.72,60.6960,-0.4200,,, , , , , , , , , , , , , , , , ,
A,-49.256821,-25.440616, ,21/09/2022,,trip,Atrip,13:49:26,,,1,517,37.21,59.8680,-0.2300,,, , , , , , , , , , , , , , , , ,
A,-49.256671,-25.440679, ,21/09/2022,,trip,Atrip,13:49:27,,,1,518,37.19,59.8320,-0.0100,,, , , , , , , , , , , , , , , , ,
A,-49.256517,-25.440730, ,21/09/2022,,trip,Atrip,13:49:28,,,1,519,36.29,58.3920,-0.4000,,, , , , , , , , , , , , , , , , ,
A,-49.256364,-25.440772, ,21/09/2022,,trip,Atrip,13:49:29,,,1,520,35.57,57.2400,-0.3200,,, , , , , , , , , , , , , , , , ,
A,-49.256211,-25.440805, ,21/09/2022,,trip,Atrip,13:49:30,,,1,521,34.93,56.1960,-0.2900,,, , , , , , , , , , , , , , , , ,
A,-49.256058,-25.440825, ,21/09/2022,,trip,Atrip,13:49:31,,,1,522,35.15,56.5560,0.1000,,, , , , , , , , , , , , , , , , ,
A,-49.255904,-25.440834, ,21/09/2022,,trip,Atrip,13:49:32,,,1,523,34.81,56.0160,-0.1500,,, , , , , , , , , , , , , , , , ,
A,-49.255749,-25.440837, ,21/09/2022,,trip,Atrip,13:49:33,,,1,524,35.04,56.3760,0.1000,,, , , , , , , , , , , , , , , , ,
A,-49.255595,-25.440842, ,21/09/2022,,trip,Atrip,13:49:34,,,1,525,34.64,55.7280,-0.1800,,, , , , , , , , , , , , , , , , ,
A,-49.255442,-25.440852, ,21/09/2022,,trip,Atrip,13:49:35,,,1,526,34.08,54.8280,-0.2500,,, , , , , , , , , , , , , , , , ,
A,-49.255294,-25.440873, ,21/09/2022,,trip,Atrip,13:49:36,,,1,527,33.74,54.2880,-0.1500,,, , , , , , , , , , , , , , , , ,
A,-49.255147,-25.440903, ,21/09/2022,,trip,Atrip,13:49:37,,,1,528,33.70,54.2160,-0.0200,,, , , , , , , , , , , , , , , , ,
A,-49.255002,-25.440942, ,21/09/2022,,trip,Atrip,13:49:38,,,1,529,34.21,55.0440,0.2300,,, , , , , , , , , , , , , , , , ,
A,-49.254863,-25.440983, ,21/09/2022,,trip,Atrip,13:49:39,,,1,530,31.68,50.9760,-1.1300,,, , , , , , , , , , , , , , , , ,
A,-49.254741,-25.441021, ,21/09/2022,,trip,Atrip,13:49:40,,,1,531,26.36,42.4080,-2.3800,,, , , , , , , , , , , , , , , , ,
A,-49.254636,-25.441053, ,21/09/2022,,trip,Atrip,13:49:41,,,1,532,22.98,36.9720,-1.5100,,, , , , , , , , , , , , , , , , ,
A,-49.254543,-25.441082, ,21/09/2022,,trip,Atrip,13:49:42,,,1,533,20.72,33.3360,-1.0100,,, , , , , , , , , , , , , , , , ,
A,-49.254466,-25.441107, ,21/09/2022,,trip,Atrip,13:49:43,,,1,534,16.22,26.1000,-2.0100,,, , , , , , , , , , , , , , , , ,
A,-49.254402,-25.441126, ,21/09/2022,,trip,Atrip,13:49:44,,,1,535,13.56,21.8160,-1.1900,,, , , , , , , , , , , , , , , , ,
A,-49.254349,-25.441143, ,21/09/2022,,trip,Atrip,13:49:45,,,1,536,11.84,19.0440,-0.7700,,, , , , , , , , , , , , , , , , ,
A,-49.254305,-25.441157, ,21/09/2022,,trip,Atrip,13:49:46,,,1,537,9.58,15.4080,-1.0100,,, , , , , , , , , , , , , , , , ,
A,-49.254270,-25.441167, ,21/09/2022,,trip,Atrip,13:49:47,,,1,538,6.78,10.9080,-1.2500,,, , , , , , , , , , , , , , , , ,
A,-49.254242,-25.441176, ,21/09/2022,,trip,Atrip,13:49:48,,,1,539,6.49,10.4400,-0.1300,,, , , , , , , , , , , , , , , , ,
A,-49.254215,-25.441184, ,21/09/2022,,trip,Atrip,13:49:49,,,1,540,5.95,9.5760,-0.2400,,, , , , , , , , , , , , , , , , ,
A,-49.254194,-25.441190, ,21/09/2022,,trip,Atrip,13:49:50,,,1,541,3.94,6.3360,-0.9000,,, , , , , , , , , , , , , , , , ,
A,-49.254182,-25.441194, ,21/09/2022,,trip,Atrip,13:49:51,,,1,542,1.72,2.7720,-0.9900,,, , , , , , , , , , , , , , , , ,
A,-49.254182,-25.441194, ,21/09/2022,,trip,Atrip,13:49:52,,,1,543,0.00,0.0000,-0.7700,,, , , , , , , , , , , , , , , , ,
A,-49.254181,-25.441194, ,21/09/2022,,trip,Atrip,13:49:53,,,1,544,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254180,-25.441194, ,21/09/2022,,trip,Atrip,13:49:54,,,1,545,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254180,-25.441195, ,21/09/2022,,trip,Atrip,13:49:55,,,1,546,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254179,-25.441196, ,21/09/2022,,trip,Atrip,13:49:56,,,1,547,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254179,-25.441196, ,21/09/2022,,trip,Atrip,13:49:57,,,1,548,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254178,-25.441196, ,21/09/2022,,trip,Atrip,13:49:58,,,1,549,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254178,-25.441196, ,21/09/2022,,trip,Atrip,13:49:59,,,1,550,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254177,-25.441196, ,21/09/2022,,trip,Atrip,13:50:00,,,1,551,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254177,-25.441196, ,21/09/2022,,trip,Atrip,13:50:01,,,1,552,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254176,-25.441196, ,21/09/2022,,trip,Atrip,13:50:02,,,1,553,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254176,-25.441196, ,21/09/2022,,trip,Atrip,13:50:03,,,1,554,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254176,-25.441196, ,21/09/2022,,trip,Atrip,13:50:04,,,1,555,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254176,-25.441196, ,21/09/2022,,trip,Atrip,13:50:05,,,1,556,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254175,-25.441196, ,21/09/2022,,trip,Atrip,13:50:06,,,1,557,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254175,-25.441196, ,21/09/2022,,trip,Atrip,13:50:07,,,1,558,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254175,-25.441196, ,21/09/2022,,trip,Atrip,13:50:08,,,1,559,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254174,-25.441196, ,21/09/2022,,trip,Atrip,13:50:09,,,1,560,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254174,-25.441196, ,21/09/2022,,trip,Atrip,13:50:10,,,1,561,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254174,-25.441197, ,21/09/2022,,trip,Atrip,13:50:11,,,1,562,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254173,-25.441197, ,21/09/2022,,trip,Atrip,13:50:12,,,1,563,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254173,-25.441197, ,21/09/2022,,trip,Atrip,13:50:13,,,1,564,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254173,-25.441197, ,21/09/2022,,trip,Atrip,13:50:14,,,1,565,0.00,0.0000,0.0000,,, , , , , , , , , , , , , , , , ,
A,-49.254168,-25.441198, ,21/09/2022,,trip,Atrip,13:50:15,,,1,566,1.21,1.9440,0.5400,,, , , , , , , , , , , , , , , , ,
A,-49.254159,-25.441201, ,21/09/2022,,trip,Atrip,13:50:16,,,1,567,2.46,3.9600,0.5600,,, , , , , , , , , , , , , , , , ,
A,-49.254139,-25.441206, ,21/09/2022,,trip,Atrip,13:50:17,,,1,568,6.26,10.0800,1.7000,,, , , , , , , , , , , , , , , , ,
A,-49.254102,-25.441217, ,21/09/2022,,trip,Atrip,13:50:18,,,1,569,10.56,16.9920,1.9200,,, , , , , , , , , , , , , , , , ,
A,-49.254049,-25.441233, ,21/09/2022,,trip,Atrip,13:50:19,,,1,570,14.03,22.5720,1.5500,,, , , , , , , , , , , , , , , , ,
A,-49.253984,-25.441251, ,21/09/2022,,trip,Atrip,13:50:20,,,1,571,16.24,26.1360,0.9900,,, , , , , , , , , , , , , , , , ,
A,-49.253908,-25.441271, ,21/09/2022,,trip,Atrip,13:50:21,,,1,572,18.86,30.3480,1.1700,,, , , , , , , , , , , , , , , , ,
A,-49.253823,-25.441291, ,21/09/2022,,trip,Atrip,13:50:22,,,1,573,20.81,33.4800,0.8700,,, , , , , , , , , , , , , , , , ,
A,-49.253730,-25.441313, ,21/09/2022,,trip,Atrip,13:50:23,,,1,574,22.06,35.4960,0.5600,,, , , , , , , , , , , , , , , , ,
A,-49.253633,-25.441337, ,21/09/2022,,trip,Atrip,13:50:24,,,1,575,24.05,38.7000,0.8900,,, , , , , , , , , , , , , , , , ,
A,-49.253530,-25.441365, ,21/09/2022,,trip,Atrip,13:50:25,,,1,576,24.63,39.6360,0.2600,,, , , , , , , , , , , , , , , , ,
A,-49.253424,-25.441399, ,21/09/2022,,trip,Atrip,13:50:26,,,1,577,25.95,41.7600,0.5900,,, , , , , , , , , , , , , , , , ,
A,-49.253314,-25.441438, ,21/09/2022,,trip,Atrip,13:50:27,,,1,578,27.21,43.7760,0.5600,,, , , , , , , , , , , , , , , , ,
A,-49.253204,-25.441485, ,21/09/2022,,trip,Atrip,13:50:28,,,1,579,27.90,44.8920,0.3100,,, , , , , , , , , , , , , , , , ,
A,-49.253094,-25.441539, ,21/09/2022,,trip,Atrip,13:50:29,,,1,580,28.33,45.5760,0.1900,,, , , , , , , , , , , , , , , , ,
A,-49.252990,-25.441599, ,21/09/2022,,trip,Atrip,13:50:30,,,1,581,27.56,44.3520,-0.3400,,, , , , , , , , , , , , , , , , ,
A,-49.252892,-25.441663, ,21/09/2022,,trip,Atrip,13:50:31,,,1,582,27.36,44.0280,-0.0900,,, , , , , , , , , , , , , , , , ,
A,-49.252789,-25.441729, ,21/09/2022,,trip,Atrip,13:50:32,,,1,583,29.20,46.9800,0.8200,,, , , , , , , , , , , , , , , , ,
A,-49.252674,-25.441798, ,21/09/2022,,trip,Atrip,13:50:33,,,1,584,32.42,52.1640,1.4400,,, , , , , , , , , , , , , , , , ,
A,-49.252547,-25.441869, ,21/09/2022,,trip,Atrip,13:50:34,,,1,585,34.97,56.2680,1.1400,,, , , , , , , , , , , , , , , , ,
A,-49.252408,-25.441941, ,21/09/2022,,trip,Atrip,13:50:35,,,1,586,37.25,59.9400,1.0200,,, , , , , , , , , , , , , , , , ,
A,-49.252255,-25.442010, ,21/09/2022,,trip,Atrip,13:50:36,,,1,587,39.31,63.2520,0.9200,,, , , , , , , , , , , , , , , , ,
A,-49.252091,-25.442072, ,21/09/2022,,trip,Atrip,13:50:37,,,1,588,41.15,66.2040,0.8200,,, , , , , , , , , , , , , , , , ,
A,-49.251916,-25.442124, ,21/09/2022,,trip,Atrip,13:50:38,,,1,589,42.02,67.6080,0.3900,,, , , , , , , , , , , , , , , , ,
A,-49.251739,-25.442163, ,21/09/2022,,trip,Atrip,13:50:39,,,1,590,40.45,65.0880,-0.7000,,, , , , , , , , , , , , , , , , ,
A,-49.251569,-25.442195, ,21/09/2022,,trip,Atrip,13:50:40,,,1,591,38.37,61.7400,-0.9300,,, , , , , , , , , , , , , , , , ,
A,-49.251407,-25.442228, ,21/09/2022,,trip,Atrip,13:50:41,,,1,592,36.76,59.1480,-0.7200,,, , , , , , , , , , , , , , , , ,
A,-49.251255,-25.442274, ,21/09/2022,,trip,Atrip,13:50:42,,,1,593,35.37,56.9160,-0.6200,,, , , , , , , , , , , , , , , , ,
A,-49.251119,-25.442342, ,21/09/2022,,trip,Atrip,13:50:43,,,1,594,34.66,55.7640,-0.3200,,, , , , , , , , , , , , , , , , ,
A,-49.251003,-25.442433, ,21/09/2022,,trip,Atrip,13:50:44,,,1,595,34.93,56.1960,0.1200,,, , , , , , , , , , , , , , , , ,
A,-49.250906,-25.442546, ,21/09/2022,,trip,Atrip,13:50:45,,,1,596,35.98,57.8880,0.4700,,, , , , , , , , , , , , , , , , ,
A,-49.250815,-25.442668, ,21/09/2022,,trip,Atrip,13:50:46,,,1,597,37.12,59.7240,0.5100,,, , , , , , , , , , , , , , , , ,
A,-49.250726,-25.442798, ,21/09/2022,,trip,Atrip,13:50:47,,,1,598,38.62,62.1360,0.6700,,, , , , , , , , , , , , , , , , ,
A,-49.250635,-25.442929, ,21/09/2022,,trip,Atrip,13:50:48,,,1,599,38.51,61.9560,-0.0500,,, , , , , , , , , , , , , , , , ,
A,-49.250541,-25.443061, ,21/09/2022,,trip,Atrip,13:50:49,,,1,600,39.38,63.3600,0.3900,,, , , , , , , , , , , , , , , , ,
A,-49.250541,-25.443061, ,21/09/2022,,trip,Atrip,13:50:49,,,0,600,39.38,63.3600,0.3900,,, , , , , , , , , , , , , , , , ,
